,0
0,67.22399843335151
1,77.93599819242954
2,75.26199803948403
3,77.11399812102317
4,73.7899983048439
5,73.42599825263024
6,75.45799832344055
7,76.45199821293355
8,75.0359980970621
9,74.31399831175804
10,71.80599833726883
11,70.66399829387665
12,70.54599840641022
13,69.43799822926522
14,68.89399841427803
15,67.87199841141701
16,67.9759985089302
17,66.89799836874008
18,66.68399850726128
19,67.58599838614464
20,66.52199838161468
21,66.28199847340584
22,66.35799851417542
23,66.3859984755516
24,64.87399860620499
25,66.01599844098091
26,65.98799830079079
27,65.65199832320214
28,65.97199849486351
29,65.39999849796295
30,65.60199857354164
31,65.87599848508835
32,65.25599852204323
33,65.13399859666825
34,66.1379986524582
35,66.06599831581116
36,65.84999833106994
37,65.8219984471798
38,65.88799839615822
39,66.09799837470055
40,66.2639983355999
41,65.82799845337868
42,66.03999857902527
43,65.92199843525887
44,65.80199843645096
45,65.88799846172333
46,65.54599837064742
47,65.71599841117859
48,66.12199856042862
49,65.72199838161468
50,65.33399842977524
51,66.1339982867241
52,65.84599848985673
53,65.51599835157394
54,65.79199845194816
55,66.09399834871292
56,66.21999844312668
57,66.18399848341942
58,66.19199841618538
59,65.67999841570854
60,65.61799840331078
61,66.32399837374687
62,66.51199847459793
63,66.2659984588623
64,66.28199843168258
65,66.9559984087944
66,66.00399846434593
67,66.3999983549118
68,66.0659985512495
69,66.65999842882157
70,66.48999846577644
71,67.22599834799766
72,66.63799830079078
73,67.40199840068817
74,66.80799827575683
75,67.7199983894825
76,66.85999841690064
77,66.80399833917618
78,66.6039984703064
79,66.4099984407425
80,66.7139985024929
81,66.19199837446213
82,67.27399847507476
83,66.20999839901924
84,66.45199845433235
85,66.97399842739105
86,67.36799846887588
87,66.36999843120574
88,66.84599832892418
89,67.17599840760231
90,66.86199847757817
91,67.66599833965302
92,68.13999833464622
93,66.97399852871895
94,67.40399841666222
95,67.23599843978882
96,67.10799840688705
97,67.6519984126091
98,66.9259984433651
99,67.20399832725525
100,15.177999599277973
101,21.825999370217325
102,26.15399928689003
103,28.059999299049377
104,27.007999306917192
105,29.113999232649803
106,29.149999222159387
107,32.00399925112724
108,33.93999924063682
109,34.86999919116497
110,35.79399915039539
111,36.90399914383888
112,37.539999103546144
113,37.92999903559685
114,39.64999894499779
115,41.985998916625974
116,42.7679988861084
117,43.839998829364774
118,44.80999884605408
119,45.405998796224594
120,45.6339988052845
121,46.367998683452605
122,46.565998858213426
123,46.8099987745285
124,47.227998805046084
125,47.983998781442644
126,48.313998794555665
127,48.39999869465828
128,48.9079988360405
129,49.55199865698815
130,49.12799870967865
131,49.51599870920181
132,49.94799876213074
133,50.11199871301651
134,50.317998790740965
135,50.491998732089996
136,51.131998711824416
137,51.21199865341187
138,51.60999873876572
139,51.69399878382683
140,51.54399864077568
141,52.10799866914749
142,51.92199866175652
143,52.34799873828888
144,52.23999869823456
145,52.39599875211716
146,52.74999877810478
147,53.10799877047539
148,53.27799865603447
149,53.21199858784676
150,53.42999873161316
151,53.625998723506925
152,53.727998685836795
153,54.05599878430367
154,54.41399881839752
155,54.40599870681763
156,54.53599883317948
157,54.941998553276065
158,54.82799869775772
159,54.94599869251251
160,55.16999873518944
161,55.15799877643585
162,55.48399866819382
163,55.45799871087074
164,55.337998831272124
165,55.55799862742424
166,55.70599872469902
167,55.689998692274095
168,55.87799870967865
169,56.027998733520505
170,55.92199870944023
171,56.2199987590313
172,56.075998759269716
173,56.30799851417542
174,56.579998689889905
175,56.50799884200096
176,56.42999861836434
177,56.549998700618744
178,56.545998704433444
179,57.049998766183855
180,56.89399870038032
181,56.9979987859726
182,57.169998759031294
183,56.927998673915866
184,57.3559987783432
185,57.60399852991104
186,57.743998777866366
187,57.4599987745285
188,57.52799882888794
189,57.92799863815308
190,57.603998738527295
191,57.55399880409241
192,57.92799878716469
193,57.767998778820036
194,57.84199870824814
195,58.069998872280124
196,57.93799874186516
197,58.007998663187024
198,57.84399874806404
199,57.94999884366989
200,0.6297405820637941
201,0.4792641290128231
202,0.51798519089818
203,0.4828689277768135
204,0.5289754324257374
205,0.5325339754223823
206,0.5053290445506573
207,0.49366357761621477
208,0.5144926863014698
209,0.5211804884374142
210,0.5575287560224533
211,0.5694080683290959
212,0.5696961032152176
213,0.5848323355019093
214,0.5872572730183602
215,0.5999711909294129
216,0.597940289914608
217,0.6095609482526779
218,0.612975294828415
219,0.6010888801217079
220,0.6161971823573112
221,0.6154386267662049
222,0.6163087943196297
223,0.6162753413319588
224,0.6317064525485039
225,0.6177428540587425
226,0.6170709768533706
227,0.6223868782520294
228,0.6189299232363701
229,0.6263243126869201
230,0.6226467590928078
231,0.6218557965755462
232,0.6240012230873108
233,0.6276318779587746
234,0.62087291431427
235,0.6182135689854622
236,0.6193800372481346
237,0.6221318438053131
238,0.621770518541336
239,0.617607242166996
240,0.6181268000602722
241,0.6208760973811149
242,0.6187116099596024
243,0.618575645506382
244,0.6220553771853446
245,0.6190077169537544
246,0.6225096239447594
247,0.6217851414084434
248,0.618756868839264
249,0.6200011901259422
250,0.6230654187202453
251,0.6191826635599136
252,0.6209417271614075
253,0.622819479227066
254,0.6212755784392356
255,0.6200976780653
256,0.6182353538274765
257,0.6186180548667908
258,0.6187671018242836
259,0.6213755370378494
260,0.6204761537313461
261,0.6186005517244338
262,0.6155915018320084
263,0.6178952153921128
264,0.6158697342276573
265,0.6114499779939652
266,0.6181401134729385
267,0.6157471361756325
268,0.61897127109766
269,0.6147239547967911
270,0.6154895068407059
271,0.6095013167858124
272,0.6134642279744148
273,0.6082911342978478
274,0.6109926596283912
275,0.6029902719259262
276,0.6127945650815964
277,0.6112643375992775
278,0.6158898088932038
279,0.6185850859284401
280,0.6141026317477226
281,0.6170831379890442
282,0.6076953579187393
283,0.6188222236037254
284,0.6151642020344734
285,0.6095305424928665
286,0.6071793214678765
287,0.6186968829035759
288,0.6138208315968513
